x1,x2,y
-0.41046351742095416,-0.5940520012831279,1.0
-0.08356870162901156,-0.7736898911075827,1.0
-0.03600581833957361,0.7162322976482255,1.0
0.527811974631806,-0.33329624288428483,1.0
-0.5533585341346824,0.4935676552352875,1.0
-0.5172173664390731,-0.867357922773967,0.0
0.4580863400609939,0.8548843237152097,0.0
-0.496259834584423,-0.4915386808350212,1.0
-0.7072461164718595,-0.05166002052628852,1.0
1.1146980441890044,-0.08406058392190824,0.0
0.6330490610766767,0.08818200931654131,1.0
0.5023814836389615,0.4457647629736085,1.0
0.5918039963686943,0.8762962138915595,0.0
0.2238593686857384,1.044960986075185,0.0
-0.33813130966980415,-0.5669708563281044,1.0
0.3095939274557395,-1.014329833886555,0.0
-0.5900306550308846,-0.31367614890541506,1.0
-0.7442278990031521,0.7559373525378785,0.0
0.5658559699517183,-0.34857525222403646,1.0
-0.6768509386963493,0.2098864601700321,1.0
-0.2933784502394782,-0.5797758186591573,1.0
-0.17397211102788426,0.811017392924639,1.0
-0.8666901371203842,-0.443861095788177,0.0
0.2242253911697475,0.7437914172314937,1.0
-0.28886537513154953,-0.7477103790908175,1.0
-0.7387956012039862,0.6472225169788719,0.0
0.7118821147829607,-0.1631369597360444,1.0
0.6010826931818043,-0.053785386206659555,1.0
0.9337870935503846,-0.29223043728027853,0.0
0.6737233133835817,-0.1173853941743905,1.0
0.6477792023828819,-0.1376918811311348,1.0
-0.7403778484760958,-0.8164525794379474,0.0
-0.8111179522687686,0.6097359998475617,0.0
0.997244674183069,0.0528492212056141,0.0
0.604713812778292,-0.40911140663460377,1.0
0.17704494046139385,-1.0347431835635221,0.0
0.6239118571474946,0.18994503297402793,1.0
0.5682090613662186,-0.40066902867757115,1.0
-0.27907065651334895,-0.6710267384482679,1.0
-0.16491177593054981,0.6859645676209054,1.0
0.7694416173525129,0.5209643225353259,0.0
-0.9604452502674578,0.056233226266471176,0.0
0.037775434573826296,0.6965157990091068,1.0
0.12999307859417003,-1.0437191343323962,0.0
0.356036867148025,-0.6148670418613873,1.0
0.47669666857871484,0.9486298171813251,0.0
-0.7350441111903413,-0.586977739101445,0.0
-0.3404625775913948,-0.9088472069661769,0.0
0.6264926571782199,0.6820597352107115,0.0
-0.03526467382017666,0.7831163377957702,1.0
0.5131568828961158,0.9465187197801295,0.0
0.4151410498414692,0.61277300553017,1.0
-0.7623325610622965,0.6702153010184381,0.0
-0.5132781938590496,0.5793407666667171,1.0
-0.45595482793019054,0.8854337392527818,0.0
0.8085269911465225,0.684780202027666,0.0
0.15939930500916344,0.7355192143568178,1.0
0.24665466292922783,-0.9177957728055202,0.0
0.38420077434007616,0.5223006883763988,1.0
-0.6948575438140051,0.2062372831618216,1.0
0.9034027394729937,-0.3830604641377129,0.0
-0.5967821659255368,-0.3963080102983526,1.0
1.0182003528620331,0.13476468015009685,0.0
-0.6573232557836759,-0.0714313643464955,1.0
-0.9714285591940548,0.31280302850533676,0.0
0.4294929907065156,0.6020779235314201,1.0
-0.7506280504753053,-0.7260575478792949,0.0
-0.27099330121106746,0.7006012574784514,1.0
0.9255914233307492,-0.1444231660006915,0.0
0.21212973812725455,0.5728531744044466,1.0
-0.5505303653438023,0.8458721064914458,0.0
-0.6006470868912764,-0.7435889186012582,0.0
-0.3809943648713927,-0.620134856143072,1.0
0.40890129855080193,0.9139006815400711,0.0
0.11597312143077579,0.6862465937020241,1.0
0.6619123169535331,-0.7100506763288348,0.0
0.941117324903993,0.24132412788024593,0.0
0.5432230634583887,0.446389074230846,1.0
0.2981936284383078,-0.961081057592743,0.0
-0.07585444518836454,0.7066303288657341,1.0
0.37089270504597505,-1.0034273059038434,0.0
-0.8110119664160903,0.5335507930927333,0.0
0.7509151743082769,-0.018500401922641713,1.0
-0.343729091316618,-0.9808678459804345,0.0
0.6602988448192117,0.77601173839826,0.0
0.344948848523096,0.9643860623123673,0.0
-0.8333803420270746,-0.5669893999176446,0.0
0.42781483806113274,0.4591464925102709,1.0
-0.058167859506521175,0.8666811442260469,0.0
0.5522891035642438,0.4642920577822196,1.0
0.40952549081090084,-0.9236556423257608,0.0
0.3470872544624979,-0.556398480207421,1.0
-0.3946650644447373,0.9432739873327319,0.0
-1.0142473085744654,-0.07761141954837006,0.0
-0.023389599012054,0.6865460896165418,1.0
-0.34441131724453333,0.9381923717678008,0.0
0.04959603601487182,-0.7145302156113823,1.0
-0.3774659578120362,-0.9390787401666263,0.0
0.6992799040407209,0.22325587237942582,1.0
-0.09900279598951843,-0.9144839705952171,0.0
0.6760749782640394,-0.7197166782595531,0.0
-0.9432645928999639,-0.3665317009960647,0.0
-0.8151948763000239,-0.4445693957102289,0.0
0.942704427744114,-0.1113720297999173,0.0
0.05834811245882838,0.7028415275125074,1.0
0.2447249587654915,-0.6937485632946143,1.0
0.21961413772330085,-0.6807745351330211,1.0
-0.6438224636469458,0.22857131882590503,1.0
0.1119362680198872,-0.7330252565903135,1.0
-0.5633217914949031,0.8228805376769842,0.0
-0.43245547161986286,-0.6072071304223498,1.0
-0.242214629502989,-1.0429658645028028,0.0
0.5304256305649679,-0.4706702051571907,1.0
-0.18488385463316157,1.0165018174521692,0.0
-0.846223737728096,-0.48251322277717096,0.0
0.14277868711337668,-0.6362984167231037,1.0
0.9682081449982596,-0.1212550068079831,0.0
-0.2908910372429933,-1.0208338744865915,0.0
0.4123242144815227,-0.5591053094055881,1.0
-0.6569259669845477,0.3738625869752764,1.0
-0.6227352044492764,0.4186848946079082,1.0
0.6417315173762661,0.27978576222346124,1.0
0.269822503410983,1.0200237983413247,0.0
0.4031700587338397,-0.8040649325889424,0.0
0.5740477343163813,-0.7953059218167314,0.0
-0.6965023636181412,0.8284378964978248,0.0
0.8526122341543457,0.582014468792319,0.0
-0.9883924433527715,-0.0334760915096988,0.0
0.4738685946683149,0.8780323042147276,0.0
0.5728144417186486,0.33000045097931496,1.0
0.0122908945055782,0.7326435626018593,1.0
0.9659341917675134,-0.38895066951001195,0.0
-0.945571830473237,0.342142841197418,0.0
-0.7086458845078304,0.01008472988279091,1.0
0.48072914009271317,0.33691182537190756,1.0
-0.6909713908349021,-0.267892731633809,1.0
-0.23113587161057528,0.6443661075338867,1.0
0.45192244860539993,0.837072416896794,0.0
0.7977674800358737,0.613746713175479,0.0
-0.7865809659555598,0.508786724427142,0.0
-0.40460206110301,-0.5631307431266919,1.0
0.44483883851436,-0.5745267842887478,1.0
0.719768677650356,0.22471716630231592,1.0
-0.584397086084765,-0.7981759391678062,0.0
0.3620551819540191,-0.5506288306529805,1.0
1.0021893409071463,0.03756705429140941,0.0
-0.06705588884229685,-0.9048556538991632,0.0
0.9122947536179987,-0.5214846771717745,0.0
0.7288227276119322,-0.31652642841541906,1.0
0.44069413697179427,0.809187127956122,0.0
0.08299480367295245,-0.6816973510897184,1.0
-0.9538356868194048,-0.19808609461505375,0.0
0.28430846048223274,-0.6503777632187835,1.0
0.5286611022819812,0.8602452753264069,0.0
-0.0531628755383437,0.6667107459885929,1.0
-0.09470820667548263,0.9825558284591507,0.0
-0.867643288935524,0.2861437576405287,0.0
-0.15504481950100213,-0.7190836897736194,1.0
0.05752507406871238,0.7358475944853198,1.0
0.6399965988095399,-0.8607199619715611,0.0
-0.8516433010431721,-0.515173957446233,0.0
-0.23444197561895624,-0.7075225477179875,1.0
-0.7681293435273272,0.09724942790851085,1.0
-0.37435387886503757,0.6669977660649961,1.0
0.40095675920496887,-0.5774544099803693,1.0
-0.6659730518632726,0.06848233685519828,1.0
-0.6505259088215254,-0.7313921574983573,0.0
